player_id,full_name,gender,age,dominant_hand,backhand_type,fitness_level,years_playing,weekly_training_hours,height_cm,matches_played,matches_won,success_rate
P1300,Guy Shapira,male,37,right,one_handed,6.0,2.9,5.8,188.0,20,13,66.2
P1301,Ron Cohen,male,34,right,one_handed,4.0,11.4,2.4,169.2,15,8,53.8
P1302,Ido Katz,male,40,right,,6.0,7.0,5.0,180.3,86,51,59.4
P1303,Shira Peretz,female,31,left,two_handed,6.0,1.1,10.7,,86,66,77.3
P1304,Adi Azoulay,female,33,right,two_handed,7.0,3.8,2.7,171.9,56,36,63.4
P1305,Adi Friedman,female,28,right,two_handed,7.0,7.0,3.0,157.5,33,22,67.3
P1306,Yael Mizrahi,female,22,right,two_handed,3.0,11.4,0.6,172.6,53,35,66.5
P1307,Ido Cohen,male,31,,two_handed,9.0,3.0,6.7,179.8,99,83,84.1
P1308,Omer Mizrahi,male,35,left,two_handed,,6.5,3.6,161.8,110,63,57.7
P1309,Yotam Mizrahi,male,49,,two_handed,2.0,9.9,4.9,176.7,80,38,47.4
P1310,Ariel Mizrahi,male,42,,two_handed,7.0,8.7,0.7,186.0,83,52,62.1
P1311,Guy Azoulay,male,36,right,two_handed,8.0,4.1,8.0,177.8,57,42,73.1
P1312,Ido Katz,male,19,right,two_handed,6.0,2.7,5.1,181.1,87,59,67.4
P1313,Yotam Azoulay,male,37,,two_handed,7.0,1.0,0.7,180.3,61,30,48.4
P1314,Maya Shapira,female,34,right,one_handed,7.0,2.6,2.1,163.5,84,56,66.4
P1315,Yael Avraham,female,32,left,one_handed,8.0,4.9,1.9,163.5,92,61,66.5
P1316,Noam Cohen,male,32,right,two_handed,4.0,1.5,3.4,171.4,76,46,60.6
P1317,Noa Avraham,female,31,right,two_handed,6.0,3.4,7.6,167.6,112,89,79.1
P1318,Noa Biton,female,15,right,two_handed,6.0,6.6,12.3,171.7,51,43,84.4
P1319,Tamar Shapira,female,29,right,,2.0,5.2,,,50,34,67.3
P1320,Noam Avraham,male,16,right,two_handed,,9.8,4.4,175.6,118,84,70.9
P1321,Roni Mizrahi,female,17,right,one_handed,6.0,5.3,,161.8,83,49,59.5
P1322,Yotam Levi,male,22,,two_handed,7.0,1.1,2.7,173.6,59,50,84.6
P1323,Daniel Cohen,male,43,right,one_handed,6.0,2.6,1.3,170.0,104,45,43.0
P1324,Shira Mizrahi,female,21,right,one_handed,2.0,3.3,4.4,162.2,89,44,49.3
P1325,Tamar Cohen,female,46,right,two_handed,4.0,8.2,3.4,175.3,73,38,51.8
P1326,Ido Mizrahi,male,30,,one_handed,6.0,3.1,2.2,180.0,110,72,65.1
P1327,Shira Avraham,female,26,left,one_handed,3.0,6.8,2.0,167.0,61,42,69.5
P1328,Lior Avraham,female,18,right,one_handed,7.0,2.6,1.7,163.8,105,76,72.1
P1329,Ariel Azoulay,male,38,right,two_handed,3.0,0.1,5.3,178.6,25,15,59.3
P1330,Adi Shapira,female,58,right,one_handed,5.0,6.9,9.2,154.9,80,46,57.3
P1331,Shira Katz,female,16,right,two_handed,5.0,3.4,0.8,169.5,87,49,55.8
P1332,Yael Biton,female,17,left,two_handed,7.0,13.7,3.4,158.4,112,89,79.3
P1333,Omer Azoulay,male,30,right,one_handed,5.0,9.0,5.1,169.8,37,28,76.2
P1334,Amit Cohen,male,8,right,,8.0,4.0,1.6,154.3,109,61,56.3
P1335,Ron Avraham,male,24,right,two_handed,9.0,5.0,18.5,177.9,23,23,99.0
P1336,Ron Mizrahi,male,16,right,two_handed,9.0,3.4,0.8,179.6,21,15,71.8
P1337,Noam Mizrahi,male,104,right,one_handed,8.0,0.8,,215.9,98,74,75.9
P1338,Shira Friedman,female,15,right,two_handed,4.0,7.1,11.7,,29,20,69.9
P1339,Eitan Friedman,male,24,right,two_handed,8.0,16.1,3.7,176.8,50,43,86.9
P1340,Amit Katz,male,17,,one_handed,6.0,5.4,1.0,188.3,78,50,64.2
P1341,Roni Azoulay,female,27,left,two_handed,5.0,3.1,0.9,170.1,66,47,71.3
P1342,Noam Friedman,male,27,right,two_handed,6.0,4.2,3.1,181.9,11,8,69.2
P1343,Ron Shapira,male,41,right,two_handed,8.0,59.3,50.8,174.3,58,35,60.0
P1344,Tamar Katz,female,43,left,two_handed,4.0,7.8,1.6,160.6,34,19,54.7
P1345,Ron Azoulay,male,32,right,two_handed,7.0,10.5,9.4,160.4,67,54,80.4
P1346,Omer Azoulay,male,28,right,two_handed,3.0,7.3,0.7,173.5,100,73,73.3
P1347,Lior Azoulay,female,34,right,one_handed,4.0,7.4,9.6,158.7,26,17,66.6
P1348,Ido Biton,male,27,right,two_handed,6.0,1.5,4.6,168.0,68,48,71.1
P1349,Roni Shapira,female,27,left,one_handed,5.0,5.9,15.4,156.4,67,60,89.2
P1350,Shira Cohen,female,17,left,two_handed,7.0,2.4,2.2,160.2,107,83,77.3
P1351,Ido Shapira,male,21,right,two_handed,2.0,3.4,7.6,172.5,62,45,71.9
P1352,Yotam Katz,male,8,right,one_handed,,21.1,3.3,146.3,36,24,66.3
P1353,Hila Biton,female,10,right,two_handed,4.0,10.9,3.8,152.5,111,73,65.6
P1354,Hila Peretz,female,23,right,two_handed,7.0,3.3,7.4,173.6,18,15,85.0
P1355,Shira Azoulay,female,45,right,two_handed,9.0,3.1,,162.8,21,12,58.9
P1356,Ariel Azoulay,male,50,right,one_handed,8.0,13.7,7.6,183.3,118,83,70.6
P1357,Eitan Katz,male,19,right,two_handed,5.0,8.4,6.1,,40,29,71.8
P1358,Lior Mizrahi,female,26,right,two_handed,5.0,15.3,,163.3,92,80,87.5
P1359,Gal Friedman,female,17,right,two_handed,8.0,2.3,5.0,170.8,53,40,76.3
P1360,Amit Peretz,male,38,right,one_handed,7.0,2.8,1.9,180.3,60,36,59.6
P1361,Eitan Azoulay,male,49,,two_handed,,9.7,5.5,172.7,70,47,66.9
P1362,Lior Katz,female,31,right,one_handed,6.0,3.7,1.7,155.6,106,79,74.7
P1363,Daniel Katz,male,27,right,,,9.4,4.3,171.5,114,93,81.7
P1364,Noam Biton,male,24,right,one_handed,7.0,3.7,2.7,184.6,55,44,80.6
P1365,Ariel Mizrahi,male,24,right,,6.0,3.2,1.4,172.2,49,33,67.5
P1366,Hila Peretz,female,27,right,two_handed,1.0,7.2,3.8,169.0,94,61,64.4
P1367,Daniel Biton,male,36,right,two_handed,,2.9,5.3,172.5,35,24,67.2
P1368,Amit Avraham,male,45,left,one_handed,6.0,5.0,16.8,179.7,10,7,72.8
P1369,Omer Levi,male,41,right,two_handed,8.0,2.2,4.7,175.2,35,20,57.6
P1370,Lior Mizrahi,female,21,right,one_handed,4.0,4.2,1.3,173.9,19,11,60.3
P1371,Tamar Shapira,female,21,right,,5.0,8.9,8.5,145.5,29,23,79.5
P1372,Yael Avraham,female,35,right,one_handed,5.0,2.3,2.4,162.3,51,27,52.9
P1373,Yotam Azoulay,male,32,,two_handed,7.0,3.5,6.0,181.7,26,19,71.7
P1374,Ariel Levi,male,13,right,two_handed,6.0,11.0,5.3,162.8,22,16,71.4
P1375,Omer Biton,male,22,right,one_handed,,3.2,0.8,164.0,90,64,71.6
P1376,Ido Mizrahi,male,20,right,two_handed,6.0,11.2,9.2,167.3,18,17,93.2
P1377,Gal Levi,female,8,right,two_handed,5.0,2.5,4.4,139.4,35,18,52.6
P1378,Eitan Cohen,male,39,right,two_handed,4.0,3.9,2.8,192.7,95,49,52.0
P1379,Guy Cohen,male,21,right,two_handed,7.0,3.6,,177.4,96,75,78.6
P1380,Ido Mizrahi,male,27,right,two_handed,,2.7,2.9,163.9,45,32,70.1
P1381,Yotam Shapira,male,43,left,two_handed,,3.7,3.5,189.9,58,31,52.8
P1382,Omer Biton,male,39,right,two_handed,4.0,2.0,2.9,180.5,92,51,55.6
P1383,Ariel Mizrahi,male,33,right,two_handed,7.0,2.7,4.4,172.8,69,51,74.0
P1384,Gal Levi,female,30,right,one_handed,5.0,4.1,5.4,171.3,25,17,69.9
P1385,Daniel Azoulay,male,42,right,two_handed,8.0,9.6,3.1,167.3,53,32,60.3
P1386,Yotam Friedman,male,22,right,one_handed,9.0,1.7,,174.3,58,41,71.1
P1387,Yotam Friedman,male,43,right,one_handed,9.0,3.2,6.6,166.8,62,43,69.7
P1388,Amit Friedman,male,38,right,two_handed,6.0,4.3,11.7,173.5,108,80,74.3
P1389,Amit Shapira,male,26,left,two_handed,5.0,7.9,1.6,162.2,36,28,77.4
P1390,Ido Shapira,male,36,right,two_handed,,10.9,5.2,166.5,34,24,70.0
P1391,Maya Katz,female,32,right,two_handed,6.0,4.3,6.6,,43,32,74.3
P1392,Ariel Shapira,male,11,,one_handed,9.0,7.4,2.0,,101,65,64.2
P1393,Yotam Katz,male,34,left,one_handed,7.0,5.3,,173.5,92,62,67.5
P1394,Yael Biton,female,20,right,one_handed,5.0,2.1,0.6,176.3,25,15,58.6
P1395,Omer Peretz,male,32,right,two_handed,4.0,8.6,1.2,170.5,91,56,61.3
P1396,Lior Cohen,female,29,right,two_handed,8.0,9.7,2.2,173.0,47,36,76.2
P1397,Omer Azoulay,male,41,right,two_handed,7.0,1.1,8.4,178.0,95,63,66.1
P1398,Maya Katz,female,13,right,two_handed,7.0,2.1,5.6,149.9,44,26,60.1
P1399,Ariel Avraham,male,42,right,one_handed,10.0,4.3,5.2,177.1,102,62,60.6
P1400,Yotam Avraham,male,15,right,two_handed,4.0,5.4,,168.9,42,25,60.7
P1401,Amit Levi,male,8,right,two_handed,6.0,2.4,4.7,141.1,14,8,58.3
P1402,Ron Biton,male,31,right,one_handed,6.0,4.6,7.4,166.4,103,77,75.1
P1403,Noa Katz,female,19,right,two_handed,5.0,11.0,3.8,151.6,56,36,63.6
P1404,Amit Levi,male,48,right,two_handed,4.0,3.7,2.3,166.5,112,51,45.7
P1405,Ariel Shapira,male,21,right,two_handed,7.0,10.4,,165.2,88,70,79.6
P1406,Guy Cohen,male,31,left,two_handed,9.0,2.3,,180.1,72,60,83.2
P1407,Tamar Levi,female,16,right,one_handed,9.0,0.3,1.6,155.5,49,32,66.0
P1408,Yotam Biton,male,33,right,,5.0,2.0,1.8,176.7,31,20,64.7
P1409,Ron Biton,male,11,left,two_handed,6.0,11.0,1.8,153.0,85,52,61.3
P1410,Amit Biton,male,11,right,,5.0,11.5,1.6,164.7,16,9,55.2
P1411,Tamar Shapira,female,15,right,one_handed,8.0,7.4,8.1,162.7,50,35,69.3
P1412,Daniel Peretz,male,27,right,one_handed,9.0,14.5,8.2,179.9,34,32,94.2
P1413,Daniel Katz,male,44,right,two_handed,7.0,4.3,15.4,193.9,12,8,68.4
P1414,Ariel Azoulay,male,8,right,two_handed,6.0,3.4,,128.1,106,61,57.1
P1415,Guy Shapira,male,24,right,two_handed,7.0,3.0,4.8,166.5,108,92,84.9
P1416,Daniel Levi,male,17,left,one_handed,5.0,2.4,5.5,163.3,44,25,56.8
P1417,Guy Azoulay,male,35,right,two_handed,,3.3,3.5,166.3,60,30,50.5
P1418,Guy Azoulay,male,14,right,two_handed,7.0,52.1,55.6,,67,47,69.7
P1419,Tamar Friedman,female,35,right,two_handed,7.0,9.4,6.2,,58,39,67.5
P1420,Eitan Peretz,male,20,right,one_handed,5.0,5.0,3.8,180.8,32,21,66.0
P1421,Tamar Peretz,female,60,right,two_handed,6.0,6.3,1.6,163.7,46,23,49.6
P1422,Noa Shapira,female,35,left,one_handed,7.0,0.5,2.8,170.6,29,21,71.8
P1423,Noam Cohen,male,24,right,two_handed,5.0,3.4,2.4,164.4,35,22,61.9
P1424,Gal Mizrahi,female,38,right,two_handed,7.0,10.7,13.1,148.6,77,63,82.1
P1425,Ron Katz,male,21,right,one_handed,8.0,6.8,5.8,164.7,47,37,79.4
P1426,Guy Avraham,male,22,,two_handed,8.0,3.8,2.2,170.0,73,51,70.3
P1427,Noam Levi,male,31,right,two_handed,6.0,2.3,12.1,173.7,94,77,82.4
P1428,Maya Katz,female,36,right,two_handed,4.0,1.8,1.4,155.5,44,21,47.0
P1429,Ariel Shapira,male,42,right,two_handed,7.0,2.2,2.2,160.2,10,6,56.4
